opportunity_id,account_id,product_id,sales_agent,deal_stage,engage_date,close_date,deal_value
D1213,A1014,P200,Agent_28,Proposal,2023-07-22,2023-08-15,73813
D1214,A1024,P200,Agent_5,Prospecting,2023-06-29,2023-11-06,24015
D1215,A1077,P201,Agent_22,Negotiation,2023-06-04,2024-02-06,6757
D1216,A1070,P201,Agent_27,Closed Won,2023-07-10,2024-01-13,37085
D1217,A1016,P204,Agent_13,Negotiation,2023-03-31,2023-06-20,65118
D1218,A1083,P206,Agent_13,Qualification,2023-01-18,2023-05-22,26863
D1219,A1008,P202,Agent_19,Negotiation,2023-10-17,2023-03-20,31098
D1220,A1037,P203,Agent_12,Prospecting,2023-01-02,2023-11-30,51220
D1221,A1047,P204,Agent_26,Qualification,2023-10-13,2023-02-26,20295
D1222,A1059,P200,Agent_34,Qualification,2024-01-01,2023-02-08,43555
D1223,A1062,P201,Agent_1,Closed Won,2023-05-01,2023-12-22,30821
D1224,A1001,P205,Agent_23,Qualification,2023-09-09,2023-08-05,47372
D1225,A1071,P202,Agent_28,Prospecting,2023-01-13,2023-06-29,26833
D1226,A1010,P204,Agent_2,Qualification,2023-08-07,2024-02-03,58990
D1227,A1063,P205,Agent_3,Proposal,2023-08-30,2023-09-24,13549
D1228,A1076,P202,Agent_1,Closed Lost,2023-08-20,2023-12-04,44498
D1229,A1080,P206,Agent_19,Closed Lost,2023-05-07,2023-11-01,25519
D1230,A1071,P206,Agent_14,Qualification,2023-09-11,2023-02-11,52376
D1231,A1020,P205,Agent_31,Qualification,2023-07-12,2023-07-17,53547
D1232,A1017,P201,Agent_0,Prospecting,2023-11-17,2023-12-13,8141
D1233,A1063,P204,Agent_34,Closed Won,2023-12-26,2024-01-27,16068
D1234,A1081,P204,Agent_6,Prospecting,2023-09-01,2023-08-18,58705
D1235,A1037,P206,Agent_12,Prospecting,2023-07-17,2023-06-14,19256
D1236,A1031,P202,Agent_0,Proposal,2023-09-05,2023-05-16,68721
D1237,A1010,P205,Agent_13,Qualification,2023-03-04,2023-07-02,37964
D1238,A1044,P201,Agent_28,Prospecting,2023-12-23,2023-11-25,10830
D1239,A1032,P200,Agent_2,Qualification,2023-09-07,2023-11-09,20868
D1240,A1040,P204,Agent_23,Qualification,2023-06-25,2023-04-23,11679
D1241,A1007,P200,Agent_0,Proposal,2023-04-29,2023-05-03,69061
D1242,A1010,P201,Agent_9,Closed Lost,2023-01-23,2023-08-18,16722
D1243,A1050,P206,Agent_12,Prospecting,2023-03-20,2024-02-22,69578
D1244,A1040,P204,Agent_8,Qualification,2023-03-17,2023-04-18,18989
D1245,A1016,P204,Agent_13,Closed Lost,2023-06-22,2023-11-28,60701
D1246,A1075,P205,Agent_9,Closed Won,2023-04-12,2023-09-06,19919
D1247,A1045,P200,Agent_22,Qualification,2023-08-13,2024-01-22,46306
D1248,A1031,P206,Agent_34,Negotiation,2023-04-15,2023-05-01,16036
D1249,A1078,P205,Agent_6,Prospecting,2023-06-13,2023-07-15,25999
D1250,A1079,P203,Agent_34,Negotiation,2023-07-08,2023-03-26,63582
D1251,A1053,P200,Agent_1,Closed Lost,2023-06-28,2023-07-31,46543
D1252,A1019,P200,Agent_14,Proposal,2023-03-27,2023-11-05,72244
D1253,A1032,P203,Agent_8,Proposal,2023-02-16,2023-03-22,59560
D1254,A1073,P201,Agent_16,Qualification,2023-05-28,2023-05-17,27788
D1255,A1039,P201,Agent_17,Negotiation,2023-09-12,2023-03-09,65048
D1256,A1031,P204,Agent_14,Proposal,2023-08-13,2024-02-08,26221
D1257,A1001,P202,Agent_17,Negotiation,2023-11-11,2023-07-01,36757
D1258,A1032,P205,Agent_23,Prospecting,2023-06-07,2023-08-06,64115
D1259,A1076,P202,Agent_22,Proposal,2023-03-13,2023-12-27,53275
D1260,A1029,P204,Agent_11,Proposal,2023-03-30,2023-07-23,29324
D1261,A1032,P202,Agent_22,Qualification,2023-08-12,2023-04-14,57753
D1262,A1076,P200,Agent_20,Qualification,2023-01-12,2023-09-01,33734
D1263,A1025,P200,Agent_25,Qualification,2023-12-28,2023-08-20,55605
D1264,A1021,P203,Agent_7,Negotiation,2023-02-21,2023-09-28,24590
D1265,A1065,P203,Agent_29,Negotiation,2023-10-23,2023-05-15,28096
D1266,A1037,P204,Agent_33,Closed Won,2023-06-18,2024-01-24,57142
D1267,A1045,P204,Agent_1,Qualification,2023-09-06,2023-10-09,48261
D1268,A1014,P206,Agent_4,Closed Lost,2023-12-01,2023-10-04,61698
D1269,A1043,P204,Agent_30,Negotiation,2023-04-09,2023-02-25,55502
D1270,A1048,P200,Agent_32,Qualification,2023-03-03,2023-10-17,52984
D1271,A1074,P202,Agent_3,Prospecting,2023-01-24,2023-09-29,61490
D1272,A1060,P205,Agent_5,Qualification,2023-03-31,2023-04-16,43202
D1273,A1066,P206,Agent_22,Closed Lost,2023-10-05,2023-07-16,66445
D1274,A1005,P206,Agent_18,Qualification,2023-01-05,2023-09-30,54972
D1275,A1008,P206,Agent_7,Qualification,2023-09-21,2023-10-18,14535
D1276,A1005,P204,Agent_12,Qualification,2023-08-26,2023-04-14,43887
D1277,A1072,P204,Agent_0,Closed Won,2023-12-29,2024-01-21,23679
D1278,A1031,P200,Agent_5,Qualification,2023-01-18,2024-01-04,73096
D1279,A1040,P205,Agent_6,Qualification,2023-12-17,2023-10-18,5030
D1280,A1075,P200,Agent_26,Proposal,2023-05-30,2024-02-10,63996
D1281,A1007,P205,Agent_14,Proposal,2023-11-02,2023-05-28,13132
D1282,A1071,P200,Agent_33,Proposal,2023-05-20,2023-03-26,61644
D1283,A1049,P202,Agent_22,Proposal,2023-05-31,2024-01-21,26227
D1284,A1061,P204,Agent_23,Closed Won,2023-06-17,2023-02-09,23674
D1285,A1083,P201,Agent_14,Closed Won,2023-12-17,2023-02-02,74430
D1286,A1061,P201,Agent_34,Closed Won,2023-04-15,2023-04-12,9596
D1287,A1006,P204,Agent_3,Prospecting,2023-01-12,2023-05-20,21588
D1288,A1074,P206,Agent_16,Closed Won,2023-12-28,2023-07-08,59654
D1289,A1083,P204,Agent_30,Prospecting,2023-11-08,2024-01-12,32226
D1290,A1079,P204,Agent_9,Prospecting,2023-10-28,2023-02-12,17453
D1291,A1003,P204,Agent_26,Closed Lost,2023-03-21,2024-01-01,64552
D1292,A1005,P206,Agent_5,Closed Won,2023-11-15,2023-04-14,68692
D1293,A1057,P205,Agent_5,Proposal,2023-10-27,2024-02-16,29524
D1294,A1021,P202,Agent_14,Closed Won,2023-08-16,2024-01-06,36843
D1295,A1025,P201,Agent_3,Closed Lost,2023-02-14,2023-07-30,68140
D1296,A1002,P203,Agent_6,Negotiation,2023-11-03,2024-01-23,17744
D1297,A1040,P201,Agent_25,Negotiation,2023-05-23,2023-06-09,43910
D1298,A1059,P201,Agent_30,Closed Won,2023-09-16,2023-05-04,12482
D1299,A1013,P206,Agent_1,Qualification,2023-11-04,2023-02-20,45081
D1300,A1074,P200,Agent_27,Prospecting,2023-02-25,2023-03-20,37024
D1301,A1081,P204,Agent_12,Closed Won,2023-08-04,2023-03-02,19030
D1302,A1011,P204,Agent_17,Qualification,2023-03-23,2023-08-26,30472
D1303,A1011,P204,Agent_29,Prospecting,2023-04-15,2023-11-15,24045
D1304,A1012,P200,Agent_10,Qualification,2023-08-19,2023-07-05,32135
D1305,A1024,P206,Agent_12,Qualification,2023-04-15,2023-10-10,69273
D1306,A1044,P202,Agent_23,Closed Lost,2023-01-07,2023-02-10,55677
D1307,A1018,P202,Agent_28,Negotiation,2023-09-19,2023-12-26,18733
D1308,A1054,P206,Agent_4,Proposal,2023-04-21,2023-12-22,67113
D1309,A1044,P203,Agent_34,Closed Lost,2023-04-03,2023-08-03,68832
D1310,A1007,P202,Agent_18,Closed Lost,2023-10-07,2023-08-12,8098
D1311,A1052,P206,Agent_12,Proposal,2023-07-06,2023-06-05,62119
D1312,A1054,P202,Agent_4,Closed Lost,2023-12-12,2023-10-08,60880
D1313,A1031,P204,Agent_13,Proposal,2023-07-03,2023-09-02,59480
D1314,A1050,P205,Agent_21,Qualification,2023-04-17,2023-02-23,45546
D1315,A1043,P206,Agent_8,Qualification,2023-01-22,2023-07-19,48887
D1316,A1081,P201,Agent_25,Negotiation,2023-02-09,2023-02-02,19250
D1317,A1069,P202,Agent_4,Proposal,2023-04-15,2023-12-25,41382
D1318,A1017,P202,Agent_28,Negotiation,2023-04-30,2024-01-09,54999
D1319,A1082,P200,Agent_21,Negotiation,2023-04-05,2023-04-25,52022
D1320,A1021,P203,Agent_2,Prospecting,2023-10-07,2023-08-27,40472
D1321,A1036,P205,Agent_27,Prospecting,2023-05-19,2023-08-21,8893
D1322,A1055,P200,Agent_13,Proposal,2023-02-16,2024-01-19,67086
D1323,A1058,P204,Agent_13,Qualification,2023-12-14,2023-07-27,42301
D1324,A1002,P201,Agent_10,Negotiation,2023-07-28,2023-08-02,56594
D1325,A1027,P203,Agent_8,Proposal,2023-01-31,2023-04-20,72261
D1326,A1073,P200,Agent_5,Proposal,2023-05-27,2024-01-26,45109
D1327,A1034,P206,Agent_0,Qualification,2023-05-28,2023-03-30,64087
D1328,A1060,P202,Agent_24,Negotiation,2023-12-12,2023-06-22,48190
D1329,A1053,P202,Agent_15,Closed Won,2023-10-19,2024-02-16,68722
D1330,A1062,P203,Agent_14,Closed Lost,2023-03-24,2023-08-23,7666
D1331,A1078,P202,Agent_33,Closed Won,2023-10-08,2023-05-26,58513
D1332,A1006,P206,Agent_16,Proposal,2023-05-06,2023-07-09,21169
D1333,A1075,P200,Agent_2,Qualification,2023-01-21,2023-02-18,22668
D1334,A1048,P200,Agent_2,Negotiation,2023-07-08,2023-11-07,56810
D1335,A1084,P202,Agent_16,Closed Lost,2023-07-22,2023-02-22,24945
D1336,A1030,P202,Agent_0,Qualification,2023-01-22,2023-05-16,60159
D1337,A1057,P204,Agent_6,Qualification,2023-05-02,2024-02-14,15079
D1338,A1060,P201,Agent_25,Prospecting,2023-12-12,2023-05-24,23362
D1339,A1023,P203,Agent_18,Negotiation,2023-03-22,2023-06-30,17919
D1340,A1019,P200,Agent_29,Proposal,2023-04-07,2023-03-09,25800
D1341,A1036,P203,Agent_13,Prospecting,2023-04-16,2023-12-12,59648
D1342,A1003,P204,Agent_12,Closed Won,2023-05-07,2023-02-20,62026
D1343,A1019,P200,Agent_19,Proposal,2023-05-03,2023-04-01,56376
D1344,A1059,P204,Agent_25,Qualification,2023-10-07,2023-08-07,19156
D1345,A1023,P204,Agent_26,Qualification,2023-07-21,2023-07-30,48039
D1346,A1049,P205,Agent_24,Qualification,2023-11-21,2023-07-13,21239
D1347,A1048,P202,Agent_8,Proposal,2023-12-02,2023-09-27,12089
D1348,A1050,P206,Agent_11,Qualification,2023-12-05,2023-10-11,18014
D1349,A1035,P205,Agent_9,Proposal,2023-05-27,2023-06-29,55105
D1350,A1065,P203,Agent_5,Closed Won,2023-08-31,2023-03-05,65211
D1351,A1078,P206,Agent_33,Negotiation,2023-04-23,2023-02-08,10917
D1352,A1033,P203,Agent_18,Qualification,2023-04-03,2023-03-13,20350
D1353,A1035,P202,Agent_5,Proposal,2023-08-25,2023-07-15,10742
D1354,A1005,P206,Agent_1,Closed Won,2023-01-09,2023-09-23,72375
D1355,A1038,P205,Agent_14,Prospecting,2023-04-26,2023-05-13,16743
D1356,A1041,P203,Agent_16,Prospecting,2023-01-30,2023-07-28,23891
D1357,A1057,P205,Agent_15,Proposal,2023-01-19,2023-10-05,33483
D1358,A1011,P202,Agent_27,Negotiation,2023-06-23,2023-06-07,36135
D1359,A1002,P206,Agent_20,Qualification,2023-09-08,2023-02-23,69058
D1360,A1017,P206,Agent_7,Negotiation,2023-10-14,2023-05-19,16682
D1361,A1039,P200,Agent_9,Negotiation,2023-07-21,2023-03-14,17798
D1362,A1020,P204,Agent_9,Closed Lost,2023-12-27,2023-07-18,48919
D1363,A1014,P204,Agent_9,Prospecting,2023-03-25,2023-05-21,19198
D1364,A1025,P205,Agent_8,Closed Won,2023-11-25,2023-06-04,60502
D1365,A1007,P206,Agent_27,Prospecting,2023-11-13,2023-06-11,37104
D1366,A1041,P203,Agent_23,Proposal,2023-02-12,2023-09-27,12603
D1367,A1043,P205,Agent_18,Proposal,2023-07-06,2023-06-02,24009
D1368,A1013,P205,Agent_32,Qualification,2023-06-16,2023-04-20,43661
D1369,A1077,P201,Agent_3,Closed Won,2023-03-10,2023-04-15,34965
D1370,A1001,P206,Agent_2,Prospecting,2023-09-27,2023-12-28,28784
D1371,A1036,P204,Agent_11,Proposal,2023-12-20,2024-01-08,34340
D1372,A1068,P206,Agent_17,Qualification,2023-07-15,2024-02-14,72689
D1373,A1037,P202,Agent_22,Negotiation,2023-06-26,2023-10-03,28569
D1374,A1040,P205,Agent_19,Prospecting,2023-08-29,2023-03-06,74102
D1375,A1061,P201,Agent_5,Closed Won,2023-03-09,2023-05-20,54411
D1376,A1059,P201,Agent_33,Closed Won,2023-06-15,2023-09-23,32254
D1377,A1013,P204,Agent_1,Closed Won,2023-08-20,2024-02-23,32160
D1378,A1083,P204,Agent_29,Prospecting,2023-06-27,2023-12-11,17206
D1379,A1001,P204,Agent_8,Negotiation,2023-02-02,2023-09-20,49211
D1380,A1069,P202,Agent_26,Prospecting,2023-09-18,2023-08-09,6533
D1381,A1016,P201,Agent_33,Closed Won,2023-04-15,2023-05-22,47383
D1382,A1027,P203,Agent_23,Negotiation,2023-07-22,2024-01-19,11358
D1383,A1065,P202,Agent_16,Proposal,2023-09-04,2024-02-10,59395
D1384,A1034,P200,Agent_28,Negotiation,2023-10-05,2023-11-27,37035
D1385,A1004,P205,Agent_11,Prospecting,2023-04-25,2023-02-10,39459
D1386,A1064,P204,Agent_30,Proposal,2023-01-04,2023-03-17,46287
D1387,A1039,P201,Agent_8,Qualification,2023-08-30,2023-09-11,25137
D1388,A1075,P205,Agent_18,Closed Lost,2023-01-23,2023-07-22,42522
D1389,A1055,P206,Agent_16,Closed Won,2023-03-28,2023-02-04,43941
D1390,A1035,P202,Agent_1,Negotiation,2023-09-03,2023-02-09,47057
D1391,A1044,P200,Agent_4,Closed Lost,2023-07-19,2023-03-06,34689
D1392,A1022,P206,Agent_15,Qualification,2023-09-09,2023-03-06,45679
D1393,A1046,P202,Agent_16,Closed Lost,2023-11-26,2023-11-28,62428
D1394,A1030,P202,Agent_26,Qualification,2023-12-25,2023-03-06,39045
D1395,A1010,P203,Agent_6,Negotiation,2023-03-19,2023-09-29,48671
D1396,A1009,P205,Agent_7,Negotiation,2023-11-05,2023-05-28,51903
D1397,A1066,P203,Agent_7,Prospecting,2023-02-05,2023-02-21,54670
D1398,A1013,P202,Agent_22,Qualification,2023-09-23,2023-09-10,16715
D1399,A1079,P200,Agent_31,Prospecting,2023-09-02,2023-07-25,26810
D1400,A1073,P201,Agent_17,Closed Lost,2023-12-30,2023-12-04,45583
D1401,A1009,P201,Agent_11,Prospecting,2023-04-23,2024-01-16,70719
D1402,A1075,P206,Agent_14,Proposal,2023-01-25,2023-03-25,25706
D1403,A1000,P205,Agent_27,Closed Won,2023-12-24,2023-03-03,26316
D1404,A1004,P204,Agent_30,Qualification,2023-06-28,2023-12-07,41595
D1405,A1019,P204,Agent_8,Proposal,2023-08-19,2023-03-03,64655
D1406,A1007,P201,Agent_7,Negotiation,2023-06-22,2023-05-25,7497
D1407,A1042,P202,Agent_18,Prospecting,2023-07-05,2023-11-15,18562
D1408,A1075,P202,Agent_7,Closed Won,2023-03-01,2023-08-22,13757
D1409,A1000,P203,Agent_33,Qualification,2023-01-24,2024-01-23,14018
D1410,A1056,P205,Agent_3,Qualification,2023-04-10,2023-05-12,34277
D1411,A1063,P203,Agent_30,Proposal,2023-12-03,2023-02-17,49077
D1412,A1083,P204,Agent_2,Proposal,2023-12-09,2024-01-15,54250
D1413,A1027,P201,Agent_34,Closed Lost,2023-12-17,2023-12-29,39572
D1414,A1036,P206,Agent_18,Closed Won,2023-04-28,2023-02-14,47020
D1415,A1046,P202,Agent_28,Proposal,2023-08-15,2023-12-28,62264
D1416,A1075,P201,Agent_9,Qualification,2023-12-19,2023-09-15,9170
D1417,A1036,P200,Agent_11,Qualification,2023-03-23,2023-05-09,64449
D1418,A1048,P201,Agent_29,Qualification,2023-02-16,2023-10-19,46147
D1419,A1043,P200,Agent_29,Proposal,2023-04-30,2023-10-14,49944
D1420,A1055,P203,Agent_17,Closed Won,2023-10-25,2023-11-20,29714
D1421,A1027,P203,Agent_23,Qualification,2023-05-08,2024-01-29,54294
D1422,A1078,P204,Agent_31,Qualification,2023-06-24,2023-07-05,37711
D1423,A1005,P201,Agent_8,Proposal,2023-12-25,2023-09-06,5220
D1424,A1060,P201,Agent_23,Prospecting,2023-09-01,2023-06-07,74776
D1425,A1019,P200,Agent_25,Negotiation,2024-01-01,2023-11-06,44769
D1426,A1077,P203,Agent_2,Proposal,2023-03-05,2024-01-24,66949
D1427,A1001,P200,Agent_22,Proposal,2023-02-07,2023-07-02,33604
D1428,A1072,P203,Agent_10,Qualification,2023-12-01,2023-09-02,21771
D1429,A1036,P200,Agent_9,Closed Lost,2023-08-25,2023-07-02,66182
D1430,A1019,P203,Agent_12,Prospecting,2023-03-10,2023-08-03,37714
D1431,A1025,P200,Agent_28,Closed Won,2024-01-01,2023-06-02,35429
D1432,A1028,P206,Agent_12,Qualification,2023-06-13,2023-11-17,43759
D1433,A1000,P203,Agent_25,Closed Won,2023-01-24,2023-12-14,71095
D1434,A1034,P205,Agent_19,Negotiation,2023-12-08,2023-06-28,6839
D1435,A1069,P200,Agent_4,Prospecting,2023-07-14,2023-05-24,72307
D1436,A1058,P201,Agent_19,Closed Won,2023-02-25,2023-08-08,29940
D1437,A1068,P204,Agent_13,Negotiation,2023-05-07,2023-12-02,12676
D1438,A1032,P205,Agent_13,Prospecting,2023-06-27,2023-02-27,21900
D1439,A1050,P205,Agent_7,Prospecting,2023-10-10,2024-01-12,66375
D1440,A1077,P200,Agent_12,Negotiation,2023-06-28,2023-03-24,47180
D1441,A1011,P204,Agent_23,Negotiation,2023-07-20,2023-03-03,71196
D1442,A1019,P201,Agent_14,Negotiation,2023-07-28,2023-04-12,70913
D1443,A1052,P205,Agent_0,Negotiation,2023-12-24,2023-12-30,16474
D1444,A1042,P201,Agent_21,Negotiation,2023-04-23,2023-06-22,5159
D1445,A1049,P203,Agent_33,Closed Won,2023-08-02,2023-10-31,20929
D1446,A1028,P206,Agent_2,Proposal,2023-03-11,2024-02-05,41942
D1447,A1056,P204,Agent_25,Qualification,2023-10-07,2023-05-16,7199
D1448,A1038,P206,Agent_13,Closed Lost,2023-03-01,2023-09-08,17980
D1449,A1055,P202,Agent_7,Prospecting,2023-11-02,2023-11-18,47997
D1450,A1042,P203,Agent_15,Qualification,2023-06-29,2023-08-29,48359
D1451,A1049,P204,Agent_20,Negotiation,2023-04-09,2023-12-06,51006
D1452,A1022,P200,Agent_9,Proposal,2023-03-03,2023-05-04,11276
D1453,A1043,P206,Agent_24,Prospecting,2023-05-28,2023-11-18,23372
D1454,A1037,P200,Agent_21,Prospecting,2023-12-06,2023-10-07,13168
D1455,A1083,P201,Agent_3,Negotiation,2023-10-04,2023-11-03,29966
D1456,A1022,P205,Agent_3,Closed Lost,2023-06-26,2023-08-11,9915
D1457,A1044,P206,Agent_29,Proposal,2023-02-04,2023-02-27,44009
D1458,A1051,P202,Agent_1,Proposal,2023-12-11,2023-07-26,53921
D1459,A1079,P200,Agent_28,Qualification,2023-08-29,2023-03-21,69267
D1460,A1049,P204,Agent_20,Qualification,2023-08-24,2023-08-28,34011
D1461,A1007,P206,Agent_20,Prospecting,2023-05-26,2023-12-09,9047
D1462,A1084,P206,Agent_20,Qualification,2023-10-16,2023-11-06,21515
D1463,A1000,P205,Agent_3,Proposal,2023-03-16,2023-11-17,74215
D1464,A1007,P205,Agent_0,Qualification,2023-11-11,2023-02-22,27737
D1465,A1028,P204,Agent_25,Prospecting,2023-02-11,2024-02-23,34048
D1466,A1004,P205,Agent_1,Negotiation,2023-06-07,2023-12-24,17927
D1467,A1046,P200,Agent_8,Closed Won,2023-06-27,2024-02-01,69565
D1468,A1033,P204,Agent_17,Closed Lost,2023-03-26,2023-07-13,39289
D1469,A1064,P204,Agent_10,Negotiation,2023-02-25,2023-08-14,57421
D1470,A1054,P201,Agent_24,Prospecting,2023-02-13,2023-04-23,54592
D1471,A1042,P202,Agent_25,Negotiation,2023-12-23,2023-11-21,19836
D1472,A1073,P206,Agent_34,Prospecting,2023-12-10,2023-04-04,50078
D1473,A1029,P201,Agent_2,Negotiation,2023-08-17,2023-12-22,44543
D1474,A1081,P202,Agent_34,Closed Won,2023-02-27,2023-06-05,20953
D1475,A1016,P204,Agent_21,Negotiation,2023-09-04,2023-09-29,62027
D1476,A1025,P206,Agent_7,Closed Lost,2023-09-19,2023-11-04,56039
D1477,A1007,P205,Agent_14,Negotiation,2023-08-27,2023-02-21,74806
D1478,A1046,P202,Agent_6,Negotiation,2023-06-26,2023-12-19,38512
D1479,A1075,P204,Agent_18,Qualification,2023-09-23,2023-10-09,26930
D1480,A1071,P204,Agent_16,Closed Lost,2023-05-23,2023-08-25,54604
D1481,A1045,P201,Agent_0,Prospecting,2023-06-05,2023-08-24,8262
D1482,A1067,P201,Agent_28,Closed Lost,2023-12-16,2024-02-09,16213
D1483,A1032,P205,Agent_12,Qualification,2023-07-27,2023-11-01,29129
D1484,A1000,P203,Agent_28,Prospecting,2023-02-13,2024-01-21,71034
D1485,A1018,P200,Agent_5,Closed Won,2023-12-01,2023-05-12,65606
D1486,A1030,P203,Agent_4,Prospecting,2023-01-27,2024-01-24,21524
D1487,A1079,P203,Agent_33,Closed Won,2023-02-13,2023-07-24,23098
D1488,A1013,P206,Agent_10,Qualification,2023-11-30,2023-04-28,64811
D1489,A1052,P206,Agent_8,Closed Won,2023-01-15,2023-05-21,54827
D1490,A1047,P205,Agent_8,Negotiation,2023-11-14,2023-02-10,41273
D1491,A1068,P206,Agent_7,Negotiation,2023-08-15,2023-08-12,67903
D1492,A1061,P202,Agent_2,Qualification,2023-11-11,2023-04-04,74138
D1493,A1065,P205,Agent_12,Prospecting,2023-12-15,2023-11-21,28059
D1494,A1063,P205,Agent_18,Closed Won,2023-08-04,2024-01-02,46877
D1495,A1069,P204,Agent_33,Prospecting,2023-02-07,2023-11-27,47782
D1496,A1062,P204,Agent_31,Qualification,2023-10-06,2023-02-16,27888
D1497,A1072,P204,Agent_15,Negotiation,2023-08-25,2023-05-21,33398
D1498,A1032,P200,Agent_17,Proposal,2023-02-11,2024-02-08,15795
D1499,A1040,P202,Agent_13,Qualification,2023-11-23,2024-02-17,34232
D1500,A1047,P202,Agent_29,Prospecting,2023-07-26,2023-12-03,18284
D1501,A1012,P204,Agent_1,Prospecting,2023-03-08,2023-11-22,67630
D1502,A1072,P203,Agent_12,Closed Won,2023-09-29,2023-12-12,39574
D1503,A1076,P200,Agent_26,Prospecting,2023-06-18,2023-05-27,66702
D1504,A1030,P203,Agent_16,Closed Lost,2023-09-26,2023-10-01,70139
D1505,A1074,P201,Agent_30,Qualification,2023-07-02,2023-06-13,68683
D1506,A1067,P202,Agent_14,Prospecting,2023-09-20,2023-10-25,38708
D1507,A1003,P202,Agent_19,Proposal,2023-12-18,2024-01-21,12787
D1508,A1018,P203,Agent_4,Prospecting,2023-07-16,2023-05-18,74481
D1509,A1069,P200,Agent_6,Negotiation,2023-05-19,2023-09-10,33718
D1510,A1081,P202,Agent_17,Closed Won,2023-05-03,2023-10-16,59000
D1511,A1012,P203,Agent_10,Prospecting,2023-10-22,2023-09-17,13421
D1512,A1022,P205,Agent_31,Closed Won,2023-12-28,2024-02-09,35596
D1513,A1082,P205,Agent_26,Qualification,2023-09-19,2023-07-26,59004
D1514,A1074,P206,Agent_25,Prospecting,2023-10-25,2023-10-01,60611
D1515,A1000,P200,Agent_27,Prospecting,2023-10-06,2023-03-10,67540
D1516,A1053,P203,Agent_1,Closed Lost,2023-11-20,2023-10-08,74308
D1517,A1070,P206,Agent_19,Prospecting,2023-10-01,2023-02-10,61887
D1518,A1084,P205,Agent_3,Closed Won,2023-03-01,2024-02-17,17365
D1519,A1014,P200,Agent_12,Proposal,2023-04-18,2023-02-20,44855
D1520,A1064,P206,Agent_23,Prospecting,2023-12-31,2023-07-22,69137
D1521,A1075,P204,Agent_28,Proposal,2023-02-21,2023-12-30,20775
D1522,A1070,P200,Agent_1,Closed Won,2023-11-06,2023-04-27,72520
D1523,A1014,P201,Agent_17,Negotiation,2023-12-05,2024-02-04,43022
D1524,A1020,P204,Agent_7,Proposal,2023-04-08,2023-12-12,70886
D1525,A1018,P206,Agent_14,Closed Won,2023-11-17,2023-04-28,71448
D1526,A1059,P203,Agent_16,Prospecting,2023-04-06,2024-01-26,42213
D1527,A1032,P204,Agent_22,Closed Lost,2023-02-08,2023-06-13,63648
D1528,A1048,P204,Agent_1,Closed Won,2023-08-12,2023-08-20,15715
D1529,A1034,P206,Agent_5,Negotiation,2023-04-22,2023-05-28,38059
D1530,A1043,P203,Agent_28,Closed Won,2023-12-12,2023-09-10,61902
D1531,A1010,P203,Agent_26,Proposal,2023-06-30,2023-09-30,20223
D1532,A1071,P205,Agent_33,Negotiation,2023-06-25,2023-07-19,38235
D1533,A1077,P201,Agent_17,Proposal,2023-04-08,2023-04-11,73813
D1534,A1073,P203,Agent_9,Qualification,2023-08-05,2023-08-23,59513
D1535,A1065,P202,Agent_16,Proposal,2023-02-02,2023-02-21,19641
D1536,A1045,P202,Agent_12,Qualification,2023-02-05,2023-04-04,59455
D1537,A1008,P201,Agent_26,Proposal,2023-08-10,2023-11-13,57727
D1538,A1002,P200,Agent_1,Qualification,2023-06-07,2023-04-02,16391
D1539,A1084,P206,Agent_33,Prospecting,2023-03-24,2023-07-21,25709
D1540,A1025,P200,Agent_30,Qualification,2023-09-14,2023-04-18,38832
D1541,A1071,P202,Agent_22,Closed Won,2023-04-14,2023-05-22,42656
D1542,A1047,P203,Agent_6,Qualification,2023-04-08,2023-12-27,16655
D1543,A1065,P201,Agent_32,Negotiation,2023-12-20,2023-08-02,18111
D1544,A1069,P200,Agent_11,Prospecting,2023-08-23,2023-11-20,31269
D1545,A1027,P200,Agent_11,Proposal,2023-10-17,2023-09-15,67275
D1546,A1025,P206,Agent_18,Prospecting,2023-05-11,2024-01-08,69532
D1547,A1024,P204,Agent_8,Prospecting,2023-03-20,2023-02-13,23778
D1548,A1011,P202,Agent_9,Negotiation,2023-08-05,2023-07-08,51418
D1549,A1004,P203,Agent_16,Negotiation,2023-04-15,2023-09-06,70539
D1550,A1047,P201,Agent_9,Qualification,2023-09-16,2023-09-02,67660
D1551,A1036,P200,Agent_11,Proposal,2023-01-06,2023-10-18,43708
D1552,A1078,P206,Agent_14,Closed Won,2023-08-29,2023-03-23,63865
D1553,A1043,P204,Agent_30,Prospecting,2023-05-15,2023-12-02,56129
D1554,A1014,P202,Agent_14,Prospecting,2023-05-21,2023-03-30,47434
D1555,A1042,P202,Agent_27,Negotiation,2023-07-26,2023-12-10,30977
D1556,A1047,P206,Agent_3,Prospecting,2023-03-25,2023-04-07,64319
D1557,A1069,P201,Agent_0,Closed Lost,2023-01-26,2023-06-15,31214
D1558,A1045,P200,Agent_33,Negotiation,2023-11-23,2023-06-10,46108
D1559,A1042,P201,Agent_16,Proposal,2023-12-02,2023-08-19,36667
D1560,A1020,P206,Agent_32,Proposal,2023-10-09,2024-02-24,25631
D1561,A1022,P206,Agent_20,Proposal,2023-12-13,2023-11-17,37421
D1562,A1079,P201,Agent_25,Prospecting,2023-04-06,2023-03-13,27419
D1563,A1046,P205,Agent_4,Closed Lost,2023-07-21,2023-06-20,48313
